t_unix_ms,l,r,v_cell_1,v_bat,v_q,i_esc_1,i_esc_2,i_sys,temp_c,uptime_ms
1782536884340,0,0,0.000,6.557,6.549,0.188,0.157,0.124,25.215,884928
1782536884374,0,0,0.000,6.557,6.549,0.157,0.157,0.188,25.215,884961
1782536884408,0,0,0.000,6.549,6.549,0.220,0.157,0.177,25.215,884994
1782536884438,0,0,0.000,6.549,6.549,0.220,0.126,0.183,25.215,885027
1782536884475,0,0,0.000,6.549,6.541,0.188,0.157,0.172,25.215,885060
1782536884505,0,0,0.000,6.549,6.541,0.157,0.126,0.188,25.129,885093
1782536884540,0,0,0.000,6.549,6.549,0.157,0.157,0.177,25.301,885126
1782536884577,0,0,0.000,6.549,6.541,0.188,0.157,0.188,25.215,885159
1782536884605,0,0,0.000,6.549,6.541,0.188,0.157,0.183,25.215,885192
1782536884639,0,0,0.000,6.549,6.541,0.220,0.157,0.204,25.215,885225
1782536884671,0,0,0.000,6.549,6.541,0.220,0.126,0.167,25.215,885258
1782536884725,0,0,0.000,6.557,6.541,0.188,0.157,0.172,25.215,885291
1782536884756,0,0,0.000,6.549,6.541,0.188,0.157,0.177,25.215,885324
1782536884785,0,0,0.000,6.541,6.541,0.188,0.157,0.177,25.301,885357
1782536884804,0,0,0.006,6.549,6.541,0.188,0.157,0.188,25.129,885390
1782536884838,0,0,0.000,6.541,6.541,0.188,0.157,0.231,25.215,885423
1782536884871,0,0,0.000,6.541,6.533,0.157,0.188,0.312,25.215,885456
1782536884904,0,0,0.000,6.541,6.541,0.188,0.157,0.215,25.215,885489
1782536884947,0,0,0.000,6.541,6.541,0.188,0.157,0.237,25.215,885522
1782536885001,0,0,0.000,6.541,6.541,0.188,0.157,0.210,25.215,885555
1782536885007,0,0,0.000,6.549,6.541,0.188,0.188,0.210,25.215,885588
1782536885042,0,0,0.000,6.557,6.541,0.157,0.188,0.323,25.301,885621
1782536885071,0,0,0.000,6.549,6.533,0.188,0.188,0.210,25.215,885654
1782536885104,0,0,0.000,6.557,6.533,0.188,0.157,0.204,25.215,885687
