t_unix_ms,l,r,v_cell_1,v_bat,v_q,i_esc_1,i_esc_2,i_sys,temp_c,uptime_ms
1782484467387,0,0,0.000,6.582,6.574,0.157,0.188,0.167,25.818,1328184
1782484467425,0,0,0.000,6.591,6.582,0.188,0.157,0.183,25.904,1328217
1782484467456,0,0,0.006,6.574,6.582,0.220,0.157,0.188,25.818,1328250
1782484467488,0,0,0.000,6.591,6.582,0.157,0.188,0.188,25.904,1328283
1782484467524,0,0,0.006,6.591,6.574,0.188,0.157,0.177,25.904,1328316
1782484467553,0,0,0.000,6.574,6.566,0.188,0.157,0.188,25.904,1328349
1782484467587,0,0,0.000,6.591,6.591,0.188,0.157,0.161,25.818,1328382
1782484467620,0,0,0.000,6.582,6.582,0.157,0.126,0.194,25.904,1328415
1782484467653,0,0,0.000,6.582,6.582,0.188,0.157,0.172,25.818,1328448
1782484467687,0,0,0.000,6.582,6.574,0.188,0.157,0.188,25.904,1328481
1782484467720,0,0,0.000,6.582,6.574,0.188,0.126,0.204,25.904,1328514
1782484467753,0,0,0.000,6.582,6.574,0.188,0.126,0.161,25.818,1328547
1782484467786,0,0,0.000,6.582,6.574,0.188,0.094,0.183,25.818,1328580
1782484467820,0,0,0.000,6.582,6.574,0.188,0.157,0.204,25.818,1328613
1782484467853,0,0,0.000,6.574,6.574,0.188,0.157,0.167,25.990,1328646
1782484467888,0,0,0.000,6.582,6.582,0.188,0.157,0.167,25.818,1328679
1782484467920,0,0,0.000,6.582,6.574,0.220,0.188,0.188,25.818,1328712
1782484467952,0,0,0.000,6.582,6.574,0.126,0.157,0.199,25.904,1328745
1782484467988,0,0,0.000,6.574,6.582,0.188,0.157,0.188,25.818,1328778
1782484468019,0,0,0.000,6.582,6.574,0.188,0.157,0.204,25.818,1328811
1782484468052,2,-2,0.000,6.582,6.582,0.157,0.188,0.194,25.904,1328844
1782484468086,7,-7,0.000,6.582,6.574,0.188,0.188,0.177,25.818,1328877
1782484468119,12,-12,0.000,6.582,6.582,0.220,0.126,0.199,25.818,1328910
1782484468152,15,-15,0.000,6.582,6.574,0.220,0.157,0.172,25.818,1328943
1782484468188,20,-20,0.000,6.599,6.582,0.126,0.188,0.204,25.904,1328976
1782484468223,25,-25,0.000,6.582,6.582,0.188,0.157,0.172,25.818,1329009
1782484468251,27,-27,0.000,6.582,6.574,0.188,0.157,0.172,25.904,1329042
1782484468288,32,-32,0.000,6.591,6.591,0.188,0.157,0.199,25.818,1329075
1782484468319,37,-37,0.000,6.574,6.566,0.188,0.157,0.177,25.990,1329108
1782484468352,40,-40,0.000,6.574,6.599,0.188,0.126,0.204,25.904,1329141
1782484468385,45,-45,0.000,6.582,6.574,0.157,0.126,0.188,25.818,1329174
1782484468419,50,-50,0.000,6.574,6.574,0.126,0.157,0.188,25.904,1329207
1782484468451,52,-52,0.006,6.574,6.566,0.188,0.188,0.199,25.818,1329240
1782484468485,57,-57,0.000,6.582,6.574,0.220,0.157,0.177,25.904,1329273
1782484468518,62,-62,0.000,6.591,6.574,0.188,0.188,0.177,25.904,1329306
1782484468555,65,-65,0.000,6.582,6.574,0.188,0.157,0.167,25.818,1329339
1782484468594,70,-70,0.000,6.574,6.582,0.188,0.157,0.183,25.818,1329372
1782484468632,75,-75,0.000,6.582,6.582,0.157,0.188,0.161,25.818,1329405
1782484468654,77,-77,0.006,6.582,6.574,0.188,0.188,0.156,25.904,1329438
1782484468685,82,-82,0.000,6.582,6.574,0.251,0.157,0.188,25.990,1329471
1782484468727,87,-87,0.000,6.582,6.582,0.126,0.188,0.177,25.904,1329504
1782484468754,90,-90,0.000,6.591,6.582,0.188,0.126,0.140,25.818,1329537
1782484468795,95,-95,0.000,6.582,6.582,0.157,0.188,0.177,25.818,1329570
1782484468820,100,-100,0.000,6.582,6.574,0.157,0.157,0.172,25.818,1329603
1782484468850,102,-102,0.000,6.574,6.582,0.157,0.157,0.172,25.904,1329636
1782484468884,107,-107,0.000,6.582,6.582,0.188,0.157,0.172,25.904,1329669
1782484468917,112,-112,0.000,6.574,6.557,0.126,0.220,0.183,25.818,1329702
1782484468950,115,-115,0.000,6.574,6.582,0.188,0.220,0.167,25.731,1329735
1782484468983,120,-120,0.000,6.574,6.574,0.188,0.220,0.172,25.818,1329768
1782484469018,125,-125,0.000,6.557,6.557,0.251,0.220,0.194,25.818,1329801
1782484469050,127,-127,0.000,6.574,6.549,0.251,0.251,0.177,25.904,1329834
1782484469083,132,-132,0.000,6.557,6.549,0.282,0.282,0.172,25.818,1329867
1782484469117,135,-135,0.000,6.549,6.541,0.282,0.314,0.188,25.818,1329900
1782484469149,140,-140,0.000,6.541,6.549,0.377,0.408,0.183,25.818,1329933
1782484469185,145,-145,0.000,6.541,6.524,0.345,0.439,0.172,25.818,1329966
1782484469216,147,-147,0.000,6.533,6.524,0.377,0.439,0.172,25.990,1329999
1782484469250,152,-152,0.000,6.524,6.508,0.565,0.565,0.177,25.818,1330032
1782484469283,157,-157,0.000,6.516,6.499,0.565,0.533,0.199,25.818,1330065
1782484469318,160,-160,0.000,6.508,6.508,0.628,0.533,0.183,25.818,1330098
1782484469349,165,-165,0.000,6.499,6.491,0.690,0.628,0.167,25.818,1330131
1782484469382,170,-170,0.006,6.499,6.491,0.690,0.628,0.183,25.904,1330164
1782484469416,172,-172,0.000,6.499,6.483,0.847,0.628,0.183,25.818,1330197
1782484469449,177,-177,0.000,6.508,6.491,0.847,0.471,0.199,25.904,1330230
1782484469482,182,-182,0.000,6.499,6.483,1.004,0.408,0.183,25.818,1330263
1782484469521,187,-187,0.006,6.508,6.491,0.659,0.408,0.177,25.818,1330296
1782484469558,192,-192,0.000,6.516,6.499,0.690,0.377,0.183,25.818,1330329
1782484469583,195,-195,0.006,6.524,6.491,0.659,0.471,0.188,25.990,1330362
1782484469625,200,-200,0.000,6.516,6.499,0.628,0.377,0.199,25.818,1330395
1782484469658,202,-202,0.000,6.516,6.499,0.690,0.471,0.199,25.818,1330428
1782484469691,207,-207,0.018,6.508,6.491,0.628,0.471,0.204,25.818,1330461
1782484469724,212,-212,0.000,6.499,6.491,0.628,0.628,0.172,25.818,1330494
1782484469756,215,-215,0.000,6.491,6.491,0.659,0.565,0.194,25.818,1330527
1782484469789,220,-220,0.000,6.491,6.483,0.565,0.628,0.188,25.818,1330560
1782484469823,225,-225,0.000,6.499,6.491,0.628,0.502,0.183,25.818,1330593
1782484469856,227,-227,0.000,6.491,6.483,0.722,0.533,0.151,25.818,1330626
1782484469889,232,-232,0.000,6.491,6.466,0.690,0.628,0.188,25.904,1330659
1782484469945,240,-240,0.000,6.491,6.475,0.753,0.659,0.194,25.818,1330692
1782484469955,240,-240,0.000,6.475,6.458,0.847,0.753,0.129,25.818,1330725
1782484469988,245,-245,0.000,6.475,6.475,0.816,0.628,0.156,25.818,1330758
1782484470020,250,-250,0.000,6.483,6.466,0.816,0.628,0.145,25.904,1330791
1782484470053,252,-252,0.000,6.475,6.450,0.973,0.565,0.151,25.818,1330824
1782484470088,257,-257,0.000,6.475,6.458,0.816,0.690,0.129,25.904,1330857
1782484470119,262,-262,0.000,6.475,6.450,0.941,0.690,0.172,25.904,1330890
1782484470159,267,-267,0.012,6.458,6.442,0.879,0.722,0.118,25.904,1330923
1782484470205,272,-272,0.000,6.450,6.433,1.130,0.753,0.129,25.818,1330956
1782484470221,275,-275,0.000,6.433,6.425,1.381,0.784,0.129,25.818,1330989
1782484470251,277,-277,0.006,6.442,6.425,0.941,0.816,0.145,25.904,1331022
1782484470288,282,-282,0.000,6.417,6.400,1.130,1.192,0.151,25.818,1331055
1782484470317,285,-285,0.000,6.433,6.408,1.224,0.816,0.156,25.818,1331088
1782484470350,290,-290,0.000,6.425,6.408,1.161,1.004,0.140,25.818,1331121
1782484470393,295,-295,0.000,6.417,6.400,1.349,1.004,0.140,25.904,1331154
1782484470431,300,-300,0.000,6.408,6.392,1.098,1.286,0.134,25.818,1331187
1782484470449,302,-302,0.000,6.400,6.384,1.318,1.255,0.172,25.818,1331220
1782484470482,307,-307,0.012,6.408,6.392,1.412,1.192,0.134,25.904,1331253
1782484470516,310,-310,0.000,6.400,6.392,1.506,1.130,0.140,25.818,1331286
1782484470548,315,-315,0.006,6.400,6.375,1.443,1.098,0.161,25.731,1331319
1782484470581,320,-320,0.006,6.400,6.384,1.286,1.035,0.129,25.818,1331352
1782484470614,322,-322,0.000,6.400,6.384,1.349,1.161,0.145,25.818,1331385
1782484470648,327,-327,0.000,6.392,6.384,1.255,1.224,0.177,25.818,1331418
1782484470681,332,-332,0.012,6.384,6.359,1.349,1.537,0.134,25.818,1331451
1782484470714,335,-335,0.012,6.392,6.375,1.381,1.255,0.145,25.818,1331484
1782484470750,340,-340,0.012,6.375,6.326,1.632,1.475,0.194,25.818,1331517
1782484470779,342,-342,0.000,6.367,6.350,1.569,1.255,0.145,25.818,1331550
1782484470812,347,-347,0.012,6.359,6.334,1.569,1.506,0.129,25.818,1331583
1782484470847,352,-352,0.006,6.359,6.326,1.632,1.381,0.134,25.904,1331616
1782484470879,355,-355,0.000,6.350,6.342,1.851,1.381,0.140,25.904,1331649
1782484470913,360,-360,0.000,6.342,6.317,1.726,1.443,0.140,25.904,1331682
1782484470945,365,-365,0.000,6.359,6.326,1.663,1.381,0.140,25.818,1331715
1782484470979,367,-367,0.000,6.350,6.334,1.506,1.475,0.134,25.904,1331748
1782484471013,372,-372,0.000,6.334,6.317,1.851,1.412,0.129,25.904,1331781
1782484471045,377,-377,0.000,6.342,6.334,1.600,1.381,0.140,25.818,1331814
1782484471079,380,-380,0.000,6.334,6.309,1.694,1.412,0.134,25.818,1331847
1782484471112,385,-385,0.000,6.309,6.301,1.945,1.883,0.140,25.818,1331880
1782484471145,390,-390,0.000,6.309,6.268,2.290,1.475,0.145,25.904,1331913
1782484471191,395,-395,0.012,6.309,6.284,1.945,1.569,0.129,25.904,1331946
1782484471212,397,-397,0.006,6.309,6.284,1.883,1.632,0.151,25.818,1331979
1782484471244,402,-402,0.012,6.292,6.276,1.977,1.757,0.124,25.818,1332012
1782484471278,405,-405,0.006,6.292,6.259,2.039,1.663,0.177,25.818,1332045
1782484471316,410,-410,0.006,6.276,6.268,2.290,1.569,0.183,25.904,1332078
1782484471344,415,-415,0.000,6.292,6.268,1.883,1.632,0.134,25.904,1332111
1782484471378,417,-417,0.006,6.276,6.268,2.196,1.600,0.210,25.904,1332144
1782484471415,412,-412,0.000,6.284,6.251,2.008,1.820,0.177,25.818,1332177
1782484471444,407,-407,0.000,6.259,6.243,2.447,1.694,0.194,25.904,1332210
1782484471483,402,-402,0.000,6.268,6.251,2.165,1.851,0.194,25.904,1332243
1782484471511,400,-400,0.000,6.268,6.243,2.102,2.071,0.188,25.904,1332276
1782484471546,395,-395,0.000,6.276,6.243,1.883,1.820,0.177,25.904,1332309
1782484471578,392,-392,0.000,6.284,6.268,2.071,1.820,0.194,25.904,1332342
1782484471611,387,-387,0.000,6.292,6.268,1.883,1.632,0.188,25.904,1332375
1782484471644,382,-382,0.000,6.292,6.276,2.322,1.475,0.172,25.904,1332408
1782484471677,380,-380,0.000,6.309,6.259,1.820,1.632,0.177,25.904,1332441
1782484471710,375,-375,0.000,6.309,6.284,1.694,1.381,0.194,25.904,1332474
1782484471745,370,-370,0.000,6.309,6.276,1.757,1.537,0.210,25.904,1332507
1782484471777,367,-367,0.012,6.326,6.284,1.694,1.600,0.172,25.904,1332540
1782484471825,360,-360,0.000,6.317,6.301,1.600,1.537,0.210,25.904,1332573
1782484471844,357,-357,0.006,6.317,6.301,1.757,1.569,0.183,25.904,1332606
1782484471880,355,-355,0.000,6.326,6.309,1.694,1.286,0.215,25.904,1332639
1782484471909,350,-350,0.000,6.334,6.317,1.694,1.318,0.172,25.904,1332672
1782484471943,345,-345,0.012,6.342,6.326,1.381,1.255,0.161,25.818,1332705
1782484471977,342,-342,0.000,6.342,6.326,1.161,1.286,0.194,25.904,1332738
1782484472045,332,-332,0.000,6.350,6.342,1.286,1.381,0.199,25.904,1332771
1782484472048,332,-332,0.000,6.350,6.334,1.443,1.067,0.188,25.904,1332804
1782484472090,327,-327,0.006,6.334,6.326,1.757,1.224,0.177,25.904,1332837
1782484472110,325,-325,0.000,6.334,6.309,1.443,1.318,0.204,25.990,1332870
1782484472143,320,-320,0.012,6.359,6.334,1.255,1.286,0.188,25.904,1332903
1782484472178,317,-317,0.000,6.350,6.334,1.349,1.192,0.210,25.904,1332936
1782484472209,312,-312,0.000,6.350,6.334,1.255,1.349,0.188,25.904,1332969
1782484472242,307,-307,0.000,6.350,6.334,1.412,1.224,0.172,25.904,1333002
1782484472276,305,-305,0.006,6.350,6.334,1.443,1.192,0.204,25.904,1333035
1782484472309,300,-300,0.000,6.359,6.342,1.286,0.941,0.194,25.904,1333068
1782484472342,295,-295,0.000,6.375,6.342,1.381,1.067,0.194,25.904,1333101
1782484472376,292,-292,0.000,6.375,6.359,1.098,1.035,0.204,25.904,1333134
1782484472409,287,-287,0.006,6.392,6.375,0.941,0.973,0.199,25.904,1333167
1782484472444,282,-282,0.006,6.400,6.375,0.941,0.941,0.188,25.990,1333200
1782484472475,280,-280,0.006,6.375,6.375,1.318,1.035,0.194,25.904,1333233
1782484472509,275,-275,0.006,6.392,6.375,1.067,0.941,0.167,25.904,1333266
1782484472545,270,-270,0.000,6.384,6.375,1.098,0.816,0.194,25.990,1333299
1782484472576,267,-267,0.000,6.408,6.392,0.879,0.816,0.172,25.904,1333332
1782484472609,262,-262,0.006,6.400,6.384,1.098,0.753,0.167,25.904,1333365
1782484472642,257,-257,0.006,6.408,6.392,0.847,0.879,0.204,25.904,1333398
1782484472674,255,-255,0.000,6.408,6.392,0.784,0.753,0.194,25.904,1333431
1782484472708,250,-250,0.000,6.400,6.384,1.098,0.879,0.204,25.904,1333464
1782484472742,245,-245,0.000,6.408,6.392,0.910,0.910,0.183,25.990,1333497
1782484472774,242,-242,0.006,6.400,6.384,0.879,0.722,0.188,25.904,1333530
1782484472809,237,-237,0.000,6.408,6.392,0.941,0.690,0.194,25.904,1333563
1782484472841,235,-235,0.006,6.425,6.425,0.784,0.628,0.199,25.990,1333596
1782484472874,230,-230,0.000,6.450,6.433,0.847,0.628,0.177,25.904,1333629
1782484472907,225,-225,0.000,6.442,6.408,0.753,0.596,0.204,25.904,1333662
1782484472941,222,-222,0.006,6.433,6.425,0.816,0.596,0.194,25.904,1333695
1782484472974,217,-217,0.012,6.433,6.417,0.784,0.565,0.172,25.990,1333728
1782484473009,212,-212,0.000,6.450,6.450,0.659,0.502,0.194,25.904,1333761
1782484473042,207,-207,0.006,6.450,6.433,0.533,0.565,0.194,25.904,1333794
1782484473073,205,-205,0.006,6.458,6.442,0.659,0.533,0.204,25.904,1333827
1782484473107,200,-200,0.012,6.450,6.450,0.722,0.439,0.188,25.904,1333860
1782484473141,197,-197,0.000,6.458,6.450,0.628,0.502,0.183,25.904,1333893
1782484473175,192,-192,0.000,6.483,6.458,0.533,0.471,0.194,25.904,1333926
1782484473208,187,-187,0.000,6.458,6.450,0.565,0.377,0.194,25.904,1333959
1782484473241,185,-185,0.000,6.466,6.466,0.439,0.377,0.177,25.904,1333992
1782484473274,180,-180,0.006,6.475,6.466,0.502,0.439,0.188,25.904,1334025
1782484473306,175,-175,0.000,6.475,6.466,0.439,0.471,0.172,25.904,1334058
1782484473340,172,-172,0.000,6.483,6.475,0.377,0.345,0.199,25.818,1334091
1782484473373,167,-167,0.000,6.483,6.475,0.439,0.282,0.183,25.990,1334124
1782484473407,162,-162,0.000,6.491,6.491,0.408,0.314,0.183,25.904,1334157
1782484473448,157,-157,0.000,6.475,6.466,0.439,0.439,0.199,25.990,1334190
1782484473475,155,-155,0.006,6.466,6.475,0.565,0.377,0.258,25.818,1334223
1782484473511,150,-150,0.000,6.475,6.466,0.565,0.345,0.188,25.990,1334256
1782484473540,147,-147,0.000,6.475,6.450,0.753,0.439,0.172,25.990,1334289
1782484473573,142,-142,0.000,6.466,6.450,0.659,0.377,0.183,26.077,1334322
1782484473605,137,-137,0.000,6.466,6.458,0.533,0.377,0.183,25.990,1334355
1782484473642,135,-135,0.006,6.475,6.466,0.502,0.439,0.194,25.904,1334388
1782484473672,130,-130,0.000,6.475,6.450,0.345,0.471,0.172,25.990,1334421
1782484473706,125,-125,0.000,6.491,6.475,0.439,0.408,0.188,25.904,1334454
1782484473739,122,-122,0.006,6.483,6.458,0.377,0.439,0.161,25.904,1334487
1782484473774,117,-117,0.000,6.491,6.491,0.314,0.314,0.194,25.904,1334520
1782484473805,112,-112,0.000,6.499,6.499,0.345,0.314,0.204,25.904,1334553
1782484473848,107,-107,0.000,6.508,6.499,0.251,0.251,0.172,25.904,1334586
1782484473881,105,-105,0.000,6.508,6.499,0.314,0.220,0.183,25.904,1334619
1782484473906,100,-100,0.006,6.508,6.499,0.251,0.251,0.161,25.904,1334652
1782484473948,95,-95,0.000,6.516,6.524,0.188,0.251,0.183,25.990,1334685
1782484473981,92,-92,0.000,6.524,6.524,0.188,0.220,0.177,25.904,1334718
1782484474013,87,-87,0.000,6.524,6.524,0.094,0.157,0.156,25.990,1334751
1782484474047,82,-82,0.000,6.533,6.524,0.220,0.157,0.194,25.904,1334784
1782484474082,80,-80,0.000,6.533,6.524,0.188,0.157,0.183,25.990,1334817
1782484474112,75,-75,0.006,6.533,6.524,0.157,0.157,0.156,25.904,1334850
1782484474146,70,-70,0.006,6.524,6.524,0.188,0.126,0.156,25.904,1334883
1782484474183,67,-67,0.000,6.541,6.541,0.157,0.220,0.194,25.904,1334916
1782484474214,62,-62,0.000,6.549,6.524,0.157,0.126,0.118,25.904,1334949
1782484474244,57,-57,0.000,6.549,6.541,0.188,0.157,0.134,25.990,1334982
1782484474277,55,-55,0.006,6.557,6.508,0.188,0.126,0.167,25.904,1335015
1782484474311,50,-50,0.006,6.533,6.541,0.188,0.126,0.129,25.904,1335048
1782484474343,47,-47,0.000,6.549,6.533,0.188,0.188,0.151,25.904,1335081
1782484474377,42,-42,0.000,6.524,6.524,0.251,0.157,0.151,25.904,1335114
1782484474409,37,-37,0.000,6.533,6.516,0.126,0.126,0.188,25.904,1335147
1782484474442,35,-35,0.000,6.541,6.533,0.188,0.188,0.124,25.904,1335180
1782484474476,30,-30,0.000,6.533,6.533,0.188,0.157,0.161,25.904,1335213
1782484474508,25,-25,0.000,6.541,6.533,0.126,0.157,0.118,25.990,1335246
1782484474541,22,-22,0.006,6.541,6.533,0.220,0.157,0.129,25.904,1335279
1782484474577,17,-17,0.000,6.549,6.524,0.188,0.126,0.134,25.904,1335312
1782484474607,12,-12,0.000,6.524,6.549,0.188,0.157,0.124,25.990,1335345
1782484474642,10,-10,0.000,6.541,6.524,0.220,0.157,0.129,25.990,1335378
1782484474673,5,-5,0.000,6.541,6.541,0.188,0.188,0.134,26.077,1335411
1782484474706,0,0,0.000,6.541,6.533,0.188,0.157,0.124,25.990,1335444
1782484474742,-2,2,0.000,6.541,6.541,0.157,0.157,0.134,25.904,1335477
1782484474772,-7,7,0.000,6.549,6.541,0.188,0.220,0.124,25.990,1335510
1782484474805,-12,12,0.000,6.549,6.533,0.157,0.157,0.134,25.990,1335543
1782484474860,-17,17,0.000,6.541,6.541,0.220,0.157,0.124,25.990,1335576
1782484474871,-20,20,0.006,6.549,6.541,0.188,0.157,0.134,25.990,1335609
1782484474904,-22,22,0.000,6.549,6.524,0.188,0.188,0.129,25.904,1335642
1782484474937,-27,27,0.000,6.541,6.541,0.157,0.157,0.129,25.990,1335675
1782484474972,-32,32,0.000,6.541,6.541,0.188,0.126,0.140,25.904,1335708
1782484475004,-35,35,0.000,6.541,6.533,0.188,0.220,0.140,25.990,1335741
1782484475036,-40,40,0.000,6.549,6.541,0.188,0.157,0.129,25.990,1335774
1782484475069,-45,45,0.000,6.541,6.541,0.188,0.157,0.129,25.990,1335807
1782484475103,-47,47,0.000,6.549,6.541,0.094,0.157,0.129,25.990,1335840
1782484475154,-55,55,0.000,6.541,6.541,0.157,0.157,0.129,25.818,1335873
1782484475169,-57,57,0.000,6.549,6.557,0.188,0.157,0.129,25.990,1335906
1782484475204,-60,60,0.000,6.549,6.541,0.188,0.126,0.134,25.904,1335939
1782484475237,-65,65,0.000,6.549,6.557,0.188,0.188,0.118,25.990,1335972
1782484475269,-70,70,0.000,6.549,6.541,0.126,0.188,0.129,25.904,1336005
1782484475303,-72,72,0.006,6.541,6.541,0.157,0.126,0.129,25.990,1336038
1782484475353,-80,80,0.000,6.549,6.549,0.188,0.126,0.124,25.990,1336071
1782484475369,-82,82,0.000,6.557,6.541,0.157,0.126,0.124,25.904,1336104
1782484475402,-85,85,0.000,6.549,6.541,0.188,0.126,0.129,25.904,1336137
1782484475435,-90,90,0.000,6.549,6.549,0.188,0.188,0.129,25.990,1336170
1782484475468,-95,95,0.000,6.549,6.541,0.157,0.220,0.129,25.904,1336203
1782484475502,-97,97,0.006,6.533,6.549,0.188,0.188,0.140,25.818,1336236
1782484475535,-102,102,0.000,6.557,6.533,0.188,0.157,0.140,25.904,1336269
1782484475568,-107,107,0.000,6.541,6.541,0.282,0.188,0.129,25.990,1336302
1782484475601,-110,110,0.000,6.541,6.533,0.251,0.157,0.194,25.990,1336335
1782484475634,-115,115,0.006,6.533,6.524,0.188,0.220,0.188,25.904,1336368
1782484475668,-120,120,0.000,6.533,6.524,0.251,0.251,0.183,25.904,1336401
1782484475701,-122,122,0.000,6.533,6.524,0.220,0.220,0.183,25.818,1336434
1782484475735,-127,127,0.006,6.524,6.524,0.251,0.220,0.172,25.904,1336467
1782484475769,-132,132,0.000,6.524,6.524,0.314,0.282,0.188,25.990,1336500
1782484475801,-135,135,0.000,6.516,6.508,0.345,0.282,0.183,25.990,1336533
1782484475834,-140,140,0.000,6.499,6.475,0.565,0.314,0.199,25.904,1336566
1782484475868,-145,145,0.000,6.499,6.491,0.565,0.314,0.194,25.990,1336599
1782484475900,-147,147,0.000,6.499,6.483,0.502,0.377,0.177,25.904,1336632
1782484475933,-152,152,0.000,6.466,6.458,0.690,0.533,0.172,25.904,1336665
1782484475968,-157,157,0.000,6.475,6.458,0.847,0.533,0.172,25.904,1336698
1782484476000,-160,160,0.000,6.458,6.442,0.879,0.596,0.194,25.904,1336731
1782484476035,-165,165,0.006,6.466,6.433,1.004,0.471,0.194,25.904,1336764
1782484476069,-170,170,0.006,6.450,6.433,0.847,0.784,0.167,25.904,1336797
1782484476101,-172,172,0.000,6.458,6.442,0.816,0.690,0.177,25.818,1336830
1782484476134,-177,177,0.000,6.466,6.450,0.941,0.533,0.177,25.904,1336863
1782484476179,-182,182,0.000,6.483,6.458,0.753,0.439,0.194,25.904,1336896
1782484476201,-185,185,0.000,6.475,6.466,0.628,0.377,0.172,25.990,1336929
1782484476233,-190,190,0.006,6.491,6.458,0.628,0.533,0.199,26.077,1336962
1782484476267,-195,195,0.000,6.483,6.475,0.628,0.377,0.194,25.904,1336995
1782484476299,-197,197,0.012,6.475,6.483,0.596,0.471,0.172,25.990,1337028
1782484476334,-202,202,0.000,6.475,6.466,0.596,0.596,0.177,25.904,1337061
1782484476366,-207,207,0.000,6.483,6.475,0.628,0.377,0.194,25.904,1337094
1782484476400,-210,210,0.000,6.475,6.458,0.565,0.533,0.172,25.818,1337127
1782484476439,-215,215,0.006,6.458,6.458,0.753,0.502,0.231,25.904,1337160
1782484476466,-217,217,0.000,6.466,6.458,0.753,0.502,0.215,25.904,1337193
1782484476499,-222,222,0.000,6.458,6.458,0.816,0.722,0.172,25.990,1337226
